,Psalm,Verse,hebrew_lemmas,septuagint_lemmas,gallican_psalter_lemmas,hebrew_psalter_lemmas
1402,85,13,גם יהוה נתן טוב ארץ ניתן יבול,καίω γαίρω ὁ κυριος δίδωμι χρηστοτής καίω ἠμί γαίνω εἶμι δίδωμι τίνω καρπός αυτός,etenim dominus do benignitas et terra noster do fructus suus,sed et dominus do bonum et terra noster do germen suus
1403,85,14,צדק לפני הילך וישם דרך פעם,δικαιοσυνής εναντιος αὐτάω προπορεύομαι καίω τίθημι ἐίω οἶδα τῷ διάβημα αὐτάω,iustitia ante is ambulo et pono in via gressus suus,iustitia ante is eo et pono in via gressus suus
1404,86,1,תפילה דוד הטה יהוה אוזן ענני כי עני אביון אני,πρόσχημι τίω δαυιδάω κλίνω κυρίω τῷς οἶ σύ καίω ἑπακούω ἐγώ οἴομαι πτωχος καίω πίπτω ειμι εγω,oratio ipse davida incleno dominus auris tuus et exaudo ego quoniam inops et pauper sum ego,oratio davida incleno dominus auris tuus exaudo ego quia egenus et pauper ego sum
1405,86,2,שמר נפש כי חסיד אני הושע עבד אני אלוהים בוטח אל,φυλάσσω τημ ψυχή ἐγώ οἴομαι οσιος ειμι σώζω τίνω δουλέω σύ ὁ θεος ἐγώ τίνω ελπίζω ἕπομαι σύ,custodeo anima meus quoniam sanctus sum salvus facio servus tuus deus meus spero in tu,custodeo anima meus quia sanctus sum saluus servus tuus tu deus meus qui confido in tu
1406,86,3,חנני אדני כי אל נקרא כל יום,ἐλεέω ἐγώ κυρίω οἴομαι πρόστημι σύ κράζω ὁράω τημ ὁμεράω,misereor meus dominus quoniam ad tu clamo totus dies,misereor meus dominus quoniam ad tu clamo totus dies
1407,86,4,שמח נפש עבד כי אל אדני נפש נשא,ευφρανός τημ ψυχή τις δουλόω σύ οἴομαι πρόστημι σύ κυρίω εὑρίσκω τημ ψυχή ἐγώ,laetifico anima servus tuus quoniam ad tu dominus anima meus levo,laetifico anima servus tuus quia ad tu anima meus levo
1408,86,5,כי אני אדני טוב הודה רב חסד כול קרא,οἴομαι σύω κυρίω χρηστος καίω επιεικής καίω πολυελής παίνω ὁ επικαλέω σύ,quoniam tu dominus suava et mitis et multus misericordia omnis invoco tu,tu enim sum dominus bonus et propitiabilis et multus misericordia omnis qui invoco tu
1409,86,6,האזין יהוה תפילה הקשיב קול תחינה,ενωτίζω κυρίω τημ προσέχω ἐγώ καίω πρόσχω τῆ φωνη ὁ δεόσις ἐγώ,auris percipio dominus oratio meus et intendo vocus oratio meus,exaudo dominus oratio meus et ausculo vocus deprecatio meus
1410,86,7,יום צר נקרא כי ענני,εἶμι εἴμω θλίψις ἐγώ εὑράσκω πρόστημι σύ οἴομαι εισακούω ἐγώ,in dies tribulatio meus clamo ad tu quia exaudio ego,in dies tribulatio meus invoco tu quia exaudio ego
1411,86,8,אין כמו אלוהים אדני אין ממשיך,οὐκέω εἰσίζω ομοιος σύ εἶμι θεός κυρίω καίω οὐκέω εἰσίζω κάθημαι τῷ ἔργω σύ,non sum similis tuus in deus dominus et non sum secundum opus tuus,non sum similis tuus in deus dominus non sum iuxta opus tuus
1412,86,9,כל גוי אשר עשית בא וישתחוו לפני אדני כיבד שם,παντάω τῷ ἵημι οἶδα εποιέω ἔχω καίω προσκυνέω ενωπιός σύ κυρίω καίω δοξαμόω τῷς οἰνόω σύ,omnis gens quicumque facio venio et adoro coram tu dominus et glorifico nomen tuus,omnis gens qui facio venio et adoro coram tu dominus et glorifico nomen tuus
1413,86,10,כי גדול אני עשה נפלא אני אלוהים לבד,οἴομαι μέγαα εἶμι σύω καίω ποιέω θαυμάσιος σύω εἶμι ὁ θεος μόνος ὁ μέγαα,quoniam magnus sum tu et facio mirabilis tu sum deus solus,quia magnus tu et facio mirabilis tu deus solus
1414,86,11,הורה יהוה דרך אהל באמת יחד לבב יראה שם,οἰδέομαι ἐγώ κυρίω τῆ οἶδα σύ καίω πορεύω εἶμι τῆ αλῆθεια σύ ευφραίνω ἠμί καρδίνω ἐγώ τις φοβέω τῷς οἰνόω σύ,do ego dominus in via tuus et ingredior in veritas tuus laeto cor meus ut timeo nomen tuus,doceo ego dominus via tuus ut ambulo in veritas tuus unicus facio cor meus ut timeo nomen tuus
1415,86,12,ניחם אדני אלוהים כול לבב נכבד שם לעולם,ἑξομολογέομαι σύ κυρίω ὁ θεος ἐγώ εἶμι ὁλάω καρδίνω ἐγώ καίω δοξάζω τῷς οἰνόω σύ ἐίω τίνω αιών,confiteor tu dominus deus meus in totus cor meus et glorifico nomen tuus in aeternus,confiteor tu dominus deus meus in totus cor meus et glorifico nomen tuus in sempiternus
1416,86,13,כי חסד גדול על הציל נפש שאול תחת,οἴομαι τῷς ελεος σύ μέγαα εἶπον εἶμι καίω ερρύσκω τημ ψυχή ἐγώ ἐκ αἶδον κατός,quia misericordia tuus magnus sum super ego et eruo anima meus ex infernus inferus,quia misericordia tuus magnus super ego et eruo anima meus de infernus exterior
1417,86,14,אלוהים זד קם על ועדה עריץ ביקש נפש לא שמוך נגד,ὁ θεος παρανομέμομαι ἑπανίστημι εἶπον εἶμι καίω συνάγω κραταιός ἐζατίομαι τημ ψυχή ἐγώ καίω οὐδόω προτίθημι σύ ενωπιός αὐτός,deus iniquis insurgo super ego et synagoga potentius quaedo anima meus et non propono tu in conspectus suus,deus superbus surro advisceo ego et coetus robustum quaesino anima meus et non pono tu in conspectus suus
1418,86,15,אני אדני אל רחום חנון ארך אפים רב חסד אמת,καίω σύω κυρίω ὁ θεος οικτίρμοι καίω αἱρέω μακροθυμος καίω πολυελής καίω αληθινος,et tu dominus deus miserator et misericors patiens et multus misericordia et verax,tu autem dominus deus misericors et clemens patiens et multus misericordia et verus
1419,86,16,הפנה אל וחנני תנה עז עבד הושיב בן אמה,ἑπιβλέπω εἶπον εἶμι καίω ἐλεέω ἐγώ δος τῷς κρατος σύ τίω παίδω σύ καίω σώζω τίνω υιός ὁ παιδισκης σύ,respicio in ego et misereor meus do imperium tuus puer tuus et salvus facio filius ancilla tuus,respicio ad ego et misereor meus do fortitudo tuus servo tuus et saluus filius ancilla tuus
1420,86,17,עשה עם אות טוב הראה רע ויבשו כי אני יהוה עזר נחמה,ποιέω μέτειμι αἱρέω σημαίω ἐίω ἄγαθος καίω ιδετώννυμι οἶδα μισέω ἐγώ καίω αισχυνθητέω οἴομαι σύω κυρίω εβομθέω ἐγώ καίω παρακαλέω ἐγώ,facio ego signum in bonum et video qui oderor ego et confundo quoniam tu dominus adiuvo ego et consolo sum ego,facio ego signum in bonitas et video qui oderor ego et confundo quia tu dominus auxilio sum ego et consolo sum ego
1421,87,1,בן קורח מזמור שיר יסודה הר קודש,ὁ υἱός κόρνω ψαλμος ωδεύς οἶδα θεμέλιος αὐτάω εἶμι ὁ οὐςός ὁ ἄγιος,filius cor psalmus canticum fundamentum is in mons sanctus,filius cor psalmus canticum fundamentum is in mons sanctuarius
1422,87,2,אהב יהוה שער ציון כול משכן יעקב,ἄγαμαι κυριος ὁ πυλή σῖος ὀπέρω παντάω τῷ σκήνω ἱκνέομαι,diligo dominus portas sion super omnis tabernacula iacob,diligo dominus portas sion super omnis tabernacula iacob
1423,87,3,נכבד דיבר בך עיר אלוהים סלה,δοκέω ἔλλομαι πέρειμι σύ ἠμί πολις τις θέω διαψάλλω,gloriosus dico sum de tu civitas deus diapsalmus,gloriosus dico sum in tu civitas deus semper
1424,87,4,הזכיר רהב בבל ידען הן פלשת צור עם כוש זה ילד שם,μιμνήσκω ραμβάνω καίω βαβυλών ὁ γιγνώσκω ἐγώ καίω εἶδον αλλοφυλός καίω τυρος καίω λαός αιθιοπός οὐτάω ἑγείνω εἴκω,memor sum raab et babylon scio ego ecce alienigenus et tyrus et populus aethio hio sum illic,commemoror superbia et babylon scio ego ecce palestina et tyrus cum aethiopium iste nascor sum ibi
1425,87,5,ציוני נאמר איש איש ילד בה הוא כונן עליון,μητηρ σῖος εἴρω ανθρώπος καίω ανθρώπος ἑγίγνομαι εἶμι οὐτάω καίω αυτος ἑθελιόω ἑαυτοῦ ὁ ἄψιστος,numquis sion dico homo et homo nascor sum in is et ipse fundo is altus,ad sion autem dico vir et vir nascor sum in is et ipse fundo is excello
1426,87,6,יהוה סיפר כתוב עם זה ילד שם סלה,κυριος διηγέομαι εἶμι γράφω λαων καίω αρχοντός οὗτος τίνω γίγνομαι εἶμι οὐτάω διαψάλλω,dominus narro in scriptura populus et princeps hic qui sum in is diapsalmus,dominus numero scribo populus ipse nascor sum in is semper
1427,87,7,שר חלל כל עין בך,οἰδα ευφραίνω πᾶς ἠμί κατοικίω εἶμι σύ,sicut laeto omnis habitatio in tu,et canto quasi in chor omnis fons meus in tu
1428,88,1,שיר מזמור בן קורח מנצח על מחלה עינה השכיל להימן אזרחי,οἶδα ψάλμος ὁ υἱός κόρνω ἐίω τῷς τέλομαι ὀπέρω μαέλομαι τις αποκρίνω σύνεσις αἴμω τίω ισραηλιτη,canticus psalmus filius cor in finis pro maeleo ad respondeo intellectus eman ezraero,canticus carmen filius cor victor per chorus ad praecineo eruditio eman ezraero
1429,88,2,יהוה אלוהים ישועה יום צעקה לילה נגד,κυρίω ὁ θεος ὁ σωτηρίς ἐγώ ὁμεράω εὑράσκω καίω εἶμι νύσσω εναντιος σύ,dominus deus salus meus dies clamo et nox coram tu,dominus deus salus meus per dies clamo in nox coram tu
1430,88,3,בא לפני תפילה הטה אוזן רינה,εἴσοι ενωπιός σύ ἠμί πρόσχημι ἐγώ κλίνω τῷς οἶ σύ ἐίω τημ δεάω ἐγώ κυρίω,intro in conspectus tuus oratio meus incleno auris tuus ad prex meus,ingredior ante tu oratio meus incleno auris tuus ad laudatio meus
1431,88,4,כי שבעה רע נפש חי שאול הגיע,οἴομαι ἕλλω κακός ἠμί ψυχη ἐγώ καίω ἠμί ζῶ ἐγώ τίω οἶδα αγγίζω,quia repleo sum malus anima meus et vita meus in infernus adpropinquo,quia repleo sum malus anima meus et vita meus ad infernus descendo
1432,88,5,נחשב עם יורד בור הייתי גבר אין אייל,προσλογίζομαι μεθίημι τίνω καταβαίνω ἐίω λακκός Ιίαμαι οἰδα ανθρώπος αβοηθητος εἶμι νέκρος ελευθερος,aestimo sum cum descendo in lacus facio sum sicut homo sine adiutorium,reputo sum cum descendo lacus facio sum quasi homo invalidus
1433,88,6,מת חופשי כמו חלל שכב קבר אשר לא זכר עוד הוא יד נגזר,ὠθέω τραυματία ἐρίζω καθευδόω εἶμι τέφω οἴομαι οὐκέω αἰμνάνω εἶμι καίω αὐτός ἵημι ὁ χειρος σύ απωθέω,inter morior liber sicut vulnera dormio in sepulchra qui non sum memor ample et ipse de manus tuus repullo sum,inter morior liber sicut interfectus et dormio in sepulchro qui non recordaris ample et qui ab manus tuus abscisia sum
1434,88,7,חכה בבור תחתית במחשכים במצלות,ἕνομαι ἐγώ εἶμι λακκω κάθομαι εἶμι σκότενος καίω εἶμι σκίω ἕνατος,pono ego in lacus inferus in tenebrosus et in umbrum mors,pono ego in lacus novissimo in tenebra in profundus
1435,88,8,על סמכה חמה כל משבר השיב סלה,εἶπον εἶμι ἕτειμι ὁ θυμος σύ καίω πᾶς του μετεώρισμοι σύ εἶπον εἶμι ἕγω διαψάλλω,super ego confirmo sum furor tuus et omnis fluctus tuus induxo super ego diapsalmus,super ego confirmo sum furor tuus et cunctus fluctus tuus adfligo ego semper
1436,88,9,הרחקה מידע מן הניח תועבה למו כלא לא יצא,ἐμακρύνος του γνωστός ἐγώ ἵημι αἱρέω ἕνομαι ἐγώ βδελύγω εὔτος παραδίδωμι καίω οὐκέω εἰπορεύω,longe facio nosco meus ab ego pono ego abominatio sui trado sum et non egredior,longe facio nosco meus ab ego pono ego abominatio is claudo et non prodeo
1437,88,10,עין דאבה מן עני קרא יהוה כל יום כיסה אל כף,οἶδα οφθαλμός ἐγώ εἰμνέω ἕπομαι πτώχυς εὑράσκω πρόστημι σύ κυρίω ὁράω τημ ὁμεράω διαπετάννυμι πρόστημι σύ ὁ χείρ ἐγώ,oculus meus lango prae inopia clamo ad tu dominus totus dies expando ad tu manus meus,oculus meus infirmo sum ab adflictio invoco tu dominus totus dies expando ad tu palma meus
