Hebrew Trans,Septuagint Trans,Gallican Psalter Trans,Hebrew Psalter Trans
"And I will crush his adversaries before him, and those who hate him I will strike down.","And I will cut down his enemies before his face, and those who hate him I will put to flight.","And I will cut down his enemies before his face, and those who hate him I will put to flight.","But I will cut down his foes before his face, and those who hate him I will strike."
"And my faithfulness and my mercy shall be with him, and in my name his horn shall be exalted.","And my truth and my mercy shall be with him, and in my name his horn shall be exalted.","And my truth and my mercy shall be with him, and in my name his horn shall be exalted.","And my truth and my mercy shall be with him, and in my name his horn shall be exalted."
"And I will set his hand on the sea, and his right hand on the rivers.","And I will set his hand upon the sea, and his right hand upon the rivers.","And I will set his hand upon the sea, and his right hand upon the rivers.","And I will set his hand upon the sea, and his right hand upon the rivers."
"He shall cry to me, 'You are my father, my God, and the rock of my salvation.'","He shall call upon me: 'You are my father, my God, and the protector of my salvation.'","He shall cry to me: You are my father, my God, and the upholder of my salvation.","He shall call upon me: You are my father, my God, and the rock of my salvation."
"I also will make him the firstborn, the highest of the kings of the earth.","And I will make him the firstborn, high above the kings of the earth.","And I will make him the firstborn, exalted above the kings of the earth.","And I will make him the firstborn, exalted above the kings of the earth."
"Forever I will keep my mercy for him, and my covenant shall stand firm for him.","Forever I will keep my mercy for him, and my covenant shall be faithful to him.","Forever I will keep my mercy for him, and my covenant shall be faithful to him.","Forever I will keep my mercy for him, and my covenant shall be faithful to him."
"And I will establish his seed forever, and his throne as the days of heaven.","And I will establish his seed forever and ever, and his throne as the days of heaven.","And I will establish his seed for ever and ever, and his throne as the days of heaven.","And I will make his seed perpetual, and his throne as the days of heaven."
"If his children forsake my law and do not walk in my judgments,","If his sons forsake my law and do not walk in my judgments,","If his sons forsake my law, and walk not in my judgments;","But if his sons shall forsake my law, and shall not walk in my judgments;"
"if they profane my statutes and do not keep my commandments,","if they profane my statutes and do not keep my commandments,","if they profane my statutes, and keep not my commandments;","If they shall profane my ceremonies, and shall not keep my commandments;"
then I will visit their transgression with the rod and their iniquity with stripes.,I will visit their lawless deeds with a rod and their sins with scourges.,"I will visit their iniquities with a rod, and their sins with stripes.","I will visit their transgressions with the rod, and their iniquity with stripes."
"But my mercy I will not break off from him, nor will I be false in my faithfulness.","But my mercy I will not utterly scatter from him, nor will I act unjustly in my truth.","But my mercy I will not take away from him, nor will I harm him in my truth.","But my mercy I will not take away from him, nor will I be false in my truth."
"I will not profane my covenant, and that which has gone forth from my lips I will not alter.","Nor will I profane my covenant, and the things proceeding from my lips I will not annul.","Neither will I profane my covenant, and the things that proceed from my lips I will not make void.","I will not violate my covenant, and that which has gone forth from my lips I will not alter."
Once I have sworn by my holiness—surely I will not lie to David—,Once I swore by my holiness: I shall not lie to David.,Once I have sworn by my holy one: I shall not lie to David.,Once I have sworn by my holiness; I will not lie to David.
"his seed shall endure forever, and his throne as the sun before me,","His seed shall remain forever, and his throne as the sun before me,","His seed shall endure forever, and his throne as the sun in my sight,","His seed shall endure forever, and his throne as the sun in my sight."
"like the moon it shall be established forever, and the witness in the sky is faithful."" Selah.","and as the moon established forever, and the witness in heaven is faithful."" Selah.","and as the perfect moon forever, and a faithful witness in heaven. Selah.","As the moon it shall be established forever, and a faithful witness in heaven always."
